Time,"Charlotte - Tenth St, Pedestrians","Charlotte - Pecan Ave, Pedestrians","Charlotte - South Tryon Rd, Pedestrians","Charlotte - North Tryon Rd, Pedestrians","Charlotte - Stonewall St, Pedestrians","Charlotte - University City Blvd, Pedestrians","Charlotte - Selwyn Ave, Pedestrians","Charlotte - 4th St Extension, Pedestrians","Charlotte - Elizabeth Ave, Pedestrians","Charlotte - Blue Line Trail, Pedestrians"
23-03-2019 00:00:00,,,1442,416,410,124,443,223,372,
24-03-2019 00:00:00,,,1241,504,,142,455,231,261,
25-03-2019 00:00:00,,,2632,439,,290,201,148,684,
26-03-2019 00:00:00,,,2929,430,,409,275,215,743,
27-03-2019 00:00:00,,480,2968,494,,297,284,170,711,
28-03-2019 00:00:00,,488,2967,516,,348,296,185,737,
29-03-2019 00:00:00,,580,2689,587,,255,316,133,591,
30-03-2019 00:00:00,,699,1480,332,,157,401,277,285,
31-03-2019 00:00:00,,405,752,519,,199,340,156,144,
01-04-2019 00:00:00,,373,2635,472,,398,238,176,700,
02-04-2019 00:00:00,,,2472,353,,362,178,143,555,
03-04-2019 00:00:00,,,3120,415,,329,273,238,832,
04-04-2019 00:00:00,,,3360,356,288,335,355,222,719,
05-04-2019 00:00:00,,,1967,355,191,256,103,103,352,
06-04-2019 00:00:00,,,1606,465,384,159,449,293,252,
07-04-2019 00:00:00,,,902,622,265,191,337,141,124,
08-04-2019 00:00:00,,,2376,481,329,269,185,207,597,
09-04-2019 00:00:00,,,2688,518,344,339,255,203,657,
10-04-2019 00:00:00,,,3229,523,452,370,332,256,957,
11-04-2019 00:00:00,,,2980,412,348,381,248,197,691,
12-04-2019 00:00:00,,,2275,502,249,298,184,155,420,
13-04-2019 00:00:00,,,1104,110,249,134,221,121,164,
14-04-2019 00:00:00,,,867,189,246,139,252,153,138,
15-04-2019 00:00:00,,,2917,496,378,394,278,310,799,
16-04-2019 00:00:00,,,3133,489,382,386,377,281,791,
17-04-2019 00:00:00,,,3032,412,325,344,260,236,750,
18-04-2019 00:00:00,,,2874,345,246,345,247,215,691,
19-04-2019 00:00:00,,,1410,468,164,134,160,99,100,
20-04-2019 00:00:00,,,860,303,204,135,250,99,112,
21-04-2019 00:00:00,,,828,492,199,162,335,228,164,
22-04-2019 00:00:00,,,2940,532,353,405,286,258,646,
23-04-2019 00:00:00,,627,3068,534,371,383,318,210,801,
24-04-2019 00:00:00,,603,3045,370,323,388,285,269,673,
25-04-2019 00:00:00,,456,3186,410,391,355,254,199,748,
26-04-2019 00:00:00,,555,2434,459,262,246,202,137,633,
27-04-2019 00:00:00,,,1660,489,353,228,401,302,279,
28-04-2019 00:00:00,,,1180,624,319,195,339,280,204,
29-04-2019 00:00:00,,,3080,410,382,388,278,299,775,
30-04-2019 00:00:00,,,3209,532,354,338,276,258,781,
01-05-2019 00:00:00,,614,3099,416,329,224,384,222,916,
02-05-2019 00:00:00,,680,3175,427,,220,227,235,701,
03-05-2019 00:00:00,,629,2781,453,301,186,255,199,605,
04-05-2019 00:00:00,,683,2067,320,398,163,315,204,257,
05-05-2019 00:00:00,,481,1047,489,332,177,270,207,183,
06-05-2019 00:00:00,,,3050,447,516,231,357,285,728,
07-05-2019 00:00:00,,,3107,538,510,225,339,236,766,
08-05-2019 00:00:00,,,3126,511,381,234,295,211,715,
09-05-2019 00:00:00,,,3256,615,440,244,229,241,687,
10-05-2019 00:00:00,,386,2926,472,248,158,158,144,488,
11-05-2019 00:00:00,,449,992,419,239,82,303,139,180,
12-05-2019 00:00:00,,562,936,654,225,122,336,221,171,
13-05-2019 00:00:00,,677,3023,481,344,187,383,269,579,
14-05-2019 00:00:00,,,3320,506,451,176,397,311,569,
15-05-2019 00:00:00,,,3278,560,457,223,296,258,709,
16-05-2019 00:00:00,,,3071,584,498,169,298,261,542,
17-05-2019 00:00:00,,,2589,557,359,156,186,176,809,
18-05-2019 00:00:00,,,1554,352,357,167,292,278,242,
19-05-2019 00:00:00,,,1130,525,327,167,252,239,144,
20-05-2019 00:00:00,,,2809,504,448,199,220,241,564,
21-05-2019 00:00:00,,,3140,554,408,229,288,226,705,
22-05-2019 00:00:00,,,3148,363,366,291,311,237,1008,
23-05-2019 00:00:00,,,3313,482,352,217,249,195,658,
24-05-2019 00:00:00,,,3065,617,258,207,205,197,332,
25-05-2019 00:00:00,,,1829,403,350,127,198,173,223,
26-05-2019 00:00:00,,,1069,415,208,144,204,162,108,
27-05-2019 00:00:00,,,800,383,235,193,257,225,131,
28-05-2019 00:00:00,,,2576,550,322,176,215,206,529,
29-05-2019 00:00:00,,,2708,468,299,224,248,167,604,
30-05-2019 00:00:00,,,2697,419,268,151,222,175,444,
31-05-2019 00:00:00,,,2672,425,335,198,232,177,397,
01-06-2019 00:00:00,,,1662,354,556,148,332,206,180,
02-06-2019 00:00:00,,,1256,442,499,124,310,203,164,
03-06-2019 00:00:00,,,3114,410,501,223,258,238,479,
04-06-2019 00:00:00,,545,3144,458,537,203,318,271,650,
05-06-2019 00:00:00,,351,3025,496,394,192,311,194,536,
06-06-2019 00:00:00,,571,3178,453,379,188,304,226,554,
07-06-2019 00:00:00,,375,2489,356,240,171,193,128,295,
08-06-2019 00:00:00,,,1944,418,445,133,278,257,135,
09-06-2019 00:00:00,,,818,513,220,111,270,140,143,
10-06-2019 00:00:00,,,2868,485,379,180,266,259,578,
11-06-2019 00:00:00,,,3311,623,,244,309,291,588,
12-06-2019 00:00:00,,,2384,260,,241,197,137,508,
13-06-2019 00:00:00,,,3078,559,,235,264,305,745,
14-06-2019 00:00:00,,,3033,612,,210,235,255,449,
15-06-2019 00:00:00,,,1717,393,421,158,307,227,198,
16-06-2019 00:00:00,,,989,544,370,171,238,221,141,
17-06-2019 00:00:00,,,2792,510,418,190,190,171,610,
18-06-2019 00:00:00,,,2932,473,441,197,269,242,534,
19-06-2019 00:00:00,,,2961,675,347,197,249,211,654,
20-06-2019 00:00:00,,,2876,511,,211,227,238,588,1998
21-06-2019 00:00:00,,612,2712,547,,219,,230,499,2809
22-06-2019 00:00:00,,831,1496,548,,241,363,276,182,2582
23-06-2019 00:00:00,,703,3241,586,,168,357,269,182,2696
24-06-2019 00:00:00,,420,2820,520,,,238,210,597,1680
25-06-2019 00:00:00,,577,3079,614,,245,276,222,646,2314
26-06-2019 00:00:00,,378,3018,418,,181,304,320,692,2308
27-06-2019 00:00:00,,497,2782,513,,127,222,189,657,1435
28-06-2019 00:00:00,,558,2575,481,371,168,191,205,348,2327
29-06-2019 00:00:00,,,1285,359,340,128,240,141,185,3708
30-06-2019 00:00:00,,525,1034,420,332,138,232,151,111,1752
01-07-2019 00:00:00,,436,2603,484,301,223,227,179,594,1475
02-07-2019 00:00:00,,384,2529,461,274,168,246,181,567,1236
03-07-2019 00:00:00,,432,2404,444,246,163,150,187,513,1198
04-07-2019 00:00:00,,485,2624,383,414,134,153,261,136,1716
05-07-2019 00:00:00,,335,1370,400,249,164,129,169,221,1518
06-07-2019 00:00:00,,473,1126,342,346,150,200,234,124,2241
07-07-2019 00:00:00,,459,775,523,260,119,183,181,92,2035
08-07-2019 00:00:00,,368,2720,436,283,185,173,198,439,1541
09-07-2019 00:00:00,,355,2961,239,322,245,349,206,685,2014
10-07-2019 00:00:00,,,2911,479,545,218,245,284,603,1711
11-07-2019 00:00:00,,220,2893,468,280,209,195,185,585,1562
12-07-2019 00:00:00,,428,2606,442,293,183,193,144,323,1823
13-07-2019 00:00:00,,686,1409,446,347,134,207,168,178,2477
14-07-2019 00:00:00,,609,1058,434,292,143,228,165,69,1674
15-07-2019 00:00:00,,454,2671,435,389,179,202,165,498,1400
16-07-2019 00:00:00,,372,2851,484,310,165,233,133,563,1080
17-07-2019 00:00:00,,322,2703,449,294,150,263,159,523,1250
18-07-2019 00:00:00,,356,2797,410,231,199,181,167,554,1554
19-07-2019 00:00:00,,477,2368,437,242,127,184,125,335,1280
20-07-2019 00:00:00,,543,2080,282,451,171,283,244,174,2488
21-07-2019 00:00:00,,540,892,390,,118,185,175,90,1281
22-07-2019 00:00:00,,328,2617,287,,160,203,217,438,1362
23-07-2019 00:00:00,,421,2854,425,292,165,299,270,536,1993
24-07-2019 00:00:00,,592,3186,543,420,262,317,308,688,2700
25-07-2019 00:00:00,,708,3216,593,341,272,368,333,682,2265
26-07-2019 00:00:00,,565,2784,466,288,170,338,173,471,2537
27-07-2019 00:00:00,,763,1679,358,375,139,366,185,311,2830
28-07-2019 00:00:00,,585,1118,379,301,97,297,208,126,1999
29-07-2019 00:00:00,,413,2809,571,325,152,270,187,498,1691
30-07-2019 00:00:00,,423,2781,628,295,161,321,191,559,1819
31-07-2019 00:00:00,,359,2785,401,246,146,253,189,556,1901
01-08-2019 00:00:00,,319,2458,501,214,121,221,137,536,1327
02-08-2019 00:00:00,,377,3157,464,249,109,169,182,442,1744
03-08-2019 00:00:00,,914,1714,329,421,108,286,184,210,3158
04-08-2019 00:00:00,,468,987,344,280,87,280,193,110,2689
05-08-2019 00:00:00,,352,2650,528,346,118,231,241,694,1890
06-08-2019 00:00:00,,439,2865,572,326,109,217,154,710,2171
07-08-2019 00:00:00,,396,2785,602,331,102,273,83,546,1548
08-08-2019 00:00:00,,402,2828,531,328,91,220,141,612,1985
09-08-2019 00:00:00,,523,2547,553,759,91,178,,564,1928
10-08-2019 00:00:00,,696,1369,274,968,75,299,,238,2717
11-08-2019 00:00:00,,526,1040,478,470,87,245,101,121,1896
12-08-2019 00:00:00,,357,2591,364,398,103,202,96,579,1571
13-08-2019 00:00:00,,368,2611,447,320,105,272,133,681,1615
14-08-2019 00:00:00,,366,2861,428,306,135,171,179,637,1960
15-08-2019 00:00:00,,495,2854,458,261,102,214,98,902,1667
16-08-2019 00:00:00,,464,3545,482,369,115,185,124,640,1771
17-08-2019 00:00:00,,588,3139,346,380,197,252,119,197,2502
18-08-2019 00:00:00,,462,2073,1824,301,132,255,174,127,1683
19-08-2019 00:00:00,,250,2687,413,252,208,235,169,1046,1692
20-08-2019 00:00:00,,296,2590,552,239,420,296,165,1059,1492
21-08-2019 00:00:00,,388,2759,519,281,369,238,164,863,1954
22-08-2019 00:00:00,,320,2531,535,206,332,183,177,864,1564
23-08-2019 00:00:00,,389,2292,558,243,257,171,156,609,1494
24-08-2019 00:00:00,,502,1338,210,372,163,333,199,173,2326
25-08-2019 00:00:00,,812,1280,421,447,187,463,319,211,3281
26-08-2019 00:00:00,,527,3016,480,356,442,332,269,997,2567
27-08-2019 00:00:00,,427,3000,592,285,469,306,256,1097,2379
28-08-2019 00:00:00,,499,2984,595,342,457,349,169,956,2216
29-08-2019 00:00:00,,623,3967,542,360,422,305,200,846,2179
30-08-2019 00:00:00,,621,2724,628,310,297,214,166,660,2684
31-08-2019 00:00:00,,689,2921,410,375,175,311,488,220,2785
01-09-2019 00:00:00,,596,1590,521,317,161,329,191,198,3387
02-09-2019 00:00:00,,583,970,440,344,162,263,201,162,2069
03-09-2019 00:00:00,,438,2788,472,356,355,337,143,779,1619
04-09-2019 00:00:00,,448,2762,523,431,331,373,149,705,1917
05-09-2019 00:00:00,,430,2893,292,320,476,318,175,819,1932
06-09-2019 00:00:00,,517,2619,584,332,375,286,135,661,2245
07-09-2019 00:00:00,,711,2158,372,385,182,393,174,207,2944
08-09-2019 00:00:00,,583,2250,459,380,147,330,228,127,1704
09-09-2019 00:00:00,,369,2709,513,293,345,239,140,806,1188
10-09-2019 00:00:00,,411,2775,492,325,294,251,158,758,1339
11-09-2019 00:00:00,,394,2697,455,293,307,265,133,710,1458
12-09-2019 00:00:00,,403,3387,439,280,284,190,191,760,1107
13-09-2019 00:00:00,,368,2887,523,331,271,146,169,509,1693
14-09-2019 00:00:00,,632,1889,294,395,210,433,212,264,4611
15-09-2019 00:00:00,,626,1131,449,317,134,263,539,137,1950
16-09-2019 00:00:00,,428,2764,498,348,366,267,164,734,1582
17-09-2019 00:00:00,,438,3003,504,313,362,272,146,695,1505
18-09-2019 00:00:00,,461,3095,351,401,402,387,238,930,2622
19-09-2019 00:00:00,,675,3211,540,444,562,372,259,952,2580
20-09-2019 00:00:00,,578,2849,600,452,360,270,204,654,2828
21-09-2019 00:00:00,,752,1442,402,413,164,424,213,188,2816
22-09-2019 00:00:00,,622,1170,416,283,168,334,189,150,2140
23-09-2019 00:00:00,,512,2781,600,294,449,298,203,807,1589
24-09-2019 00:00:00,,464,2983,610,318,475,400,250,812,1858
25-09-2019 00:00:00,,513,2935,642,336,389,351,192,694,1845
26-09-2019 00:00:00,,506,2652,610,317,357,283,153,777,1499
27-09-2019 00:00:00,,627,2510,576,298,321,219,134,491,1830
28-09-2019 00:00:00,,729,1363,314,394,176,415,564,174,2589
29-09-2019 00:00:00,,534,940,429,295,104,256,128,140,1691
30-09-2019 00:00:00,,455,2737,403,237,355,242,145,824,1976
01-10-2019 00:00:00,,452,2822,408,311,333,275,148,700,1648
02-10-2019 00:00:00,,425,2493,470,261,356,266,130,869,1461
03-10-2019 00:00:00,,456,2820,508,276,361,251,113,845,1408
04-10-2019 00:00:00,,554,2387,487,230,253,256,131,549,1637
05-10-2019 00:00:00,,794,2644,330,517,163,468,288,200,3302
06-10-2019 00:00:00,,666,2724,433,423,149,350,249,214,2772
07-10-2019 00:00:00,,508,2865,501,351,115,306,199,881,
08-10-2019 00:00:00,,452,2978,357,347,184,357,160,1151,
09-10-2019 00:00:00,,524,2949,445,386,428,373,225,903,
10-10-2019 00:00:00,,467,2978,560,306,446,353,258,889,
11-10-2019 00:00:00,,555,2739,540,328,313,273,230,700,
12-10-2019 00:00:00,,686,,405,522,172,385,219,186,
13-10-2019 00:00:00,,245,,324,139,115,175,68,81,
14-10-2019 00:00:00,,518,,580,394,473,368,195,604,
15-10-2019 00:00:00,,470,,608,362,441,358,167,601,
16-10-2019 00:00:00,,415,,432,250,400,219,150,862,
17-10-2019 00:00:00,,533,,591,351,437,358,187,1048,
18-10-2019 00:00:00,,536,,544,336,359,272,173,750,
19-10-2019 00:00:00,,461,,329,259,154,355,134,307,
20-10-2019 00:00:00,,615,,387,282,163,391,190,198,
21-10-2019 00:00:00,,482,,556,392,394,329,214,916,
22-10-2019 00:00:00,,395,,465,293,449,259,181,882,
23-10-2019 00:00:00,,464,,552,419,494,412,231,967,
24-10-2019 00:00:00,,466,,514,361,456,313,220,988,
25-10-2019 00:00:00,,516,,505,321,336,218,220,789,
26-10-2019 00:00:00,,698,,465,360,187,402,239,270,
27-10-2019 00:00:00,,658,,633,296,193,375,178,237,
28-10-2019 00:00:00,,565,,525,492,412,332,238,1034,
29-10-2019 00:00:00,,502,,463,413,494,288,201,986,
30-10-2019 00:00:00,,188,,367,123,298,122,59,736,
31-10-2019 00:00:00,,330,,605,168,353,171,136,760,
01-11-2019 00:00:00,,513,,551,246,347,291,136,633,
02-11-2019 00:00:00,,602,,425,506,199,411,246,418,
03-11-2019 00:00:00,,539,,497,403,127,344,229,160,
04-11-2019 00:00:00,,384,,525,272,395,257,150,1068,
05-11-2019 00:00:00,,567,,613,381,433,435,175,1036,
06-11-2019 00:00:00,,455,,499,441,466,296,184,1074,
07-11-2019 00:00:00,,431,,577,395,386,216,,1040,
08-11-2019 00:00:00,,405,,506,286,303,203,84,627,
09-11-2019 00:00:00,,523,,412,309,146,342,128,231,
10-11-2019 00:00:00,,536,,506,244,146,349,130,135,
11-11-2019 00:00:00,,406,,487,315,370,301,131,906,
12-11-2019 00:00:00,,128,,311,146,367,130,65,639,
13-11-2019 00:00:00,,212,,334,187,338,158,95,833,
14-11-2019 00:00:00,,224,,384,200,387,164,91,752,
15-11-2019 00:00:00,,246,,495,253,238,119,62,562,
16-11-2019 00:00:00,,534,,438,464,142,286,143,223,
17-11-2019 00:00:00,,486,,504,408,122,326,191,161,
18-11-2019 00:00:00,,230,,489,174,336,161,99,749,
19-11-2019 00:00:00,,309,,657,301,393,247,122,902,
20-11-2019 00:00:00,,392,,586,280,434,245,132,921,
21-11-2019 00:00:00,,365,,607,297,414,243,154,927,
22-11-2019 00:00:00,,424,,738,306,357,241,110,735,
23-11-2019 00:00:00,,220,,364,116,153,113,48,136,
24-11-2019 00:00:00,,688,,529,383,152,380,211,160,
25-11-2019 00:00:00,,364,,561,265,372,253,155,905,1516
26-11-2019 00:00:00,,357,,660,266,334,237,129,960,1446
27-11-2019 00:00:00,,354,,660,181,129,165,100,695,1285
28-11-2019 00:00:00,,315,,745,168,78,313,115,96,913
29-11-2019 00:00:00,,503,,522,192,114,201,105,117,1430
30-11-2019 00:00:00,,243,,262,97,52,184,35,43,752
